"requestedUrl","finalUrl","path","status","redirectCount","contentType","responseRobots","metaRobots","title","titleLength","metaDescription","metaDescriptionLength","canonical","ogUrl","htmlLang","h1Count","h1","h2Count","wordCount","jsonLdTypes","internalLinkCount","inSitemap","error"
"https://preview.artisanlabnetwork.com/files/iot-camber-pure.pdf","https://preview.artisanlabnetwork.com/files/iot-camber-pure.pdf","/files/iot-camber-pure.pdf","200","0","application/pdf","noindex, nofollow, noarchive, nosnippet","","","0","","0","","","","0","","0","0","","0","false",""
"https://preview.artisanlabnetwork.com/files/iot-comparison-guide.pdf","https://preview.artisanlabnetwork.com/files/iot-comparison-guide.pdf","/files/iot-comparison-guide.pdf","200","0","application/pdf","noindex, nofollow, noarchive, nosnippet","","","0","","0","","","","0","","0","0","","0","false",""
"https://preview.artisanlabnetwork.com/files/New%20Artisan%20Series%20Compared.pdf","https://preview.artisanlabnetwork.com/files/New%20Artisan%20Series%20Compared.pdf","/files/New%20Artisan%20Series%20Compared.pdf","200","0","application/pdf","noindex, nofollow, noarchive, nosnippet","","","0","","0","","","","0","","0","0","","0","false",""
"https://preview.artisanlabnetwork.com/files/Office%20Reader%20II%20SD%20Reach%20Patient%20Brochure-Artisan-draft1.pdf","https://preview.artisanlabnetwork.com/files/Office%20Reader%20II%20SD%20Reach%20Patient%20Brochure-Artisan-draft1.pdf","/files/Office%20Reader%20II%20SD%20Reach%20Patient%20Brochure-Artisan-draft1.pdf","200","0","application/pdf","noindex, nofollow, noarchive, nosnippet","","","0","","0","","","","0","","0","0","","0","false",""
"https://preview.artisanlabnetwork.com/files/safevision-frame-book.pdf","https://preview.artisanlabnetwork.com/files/safevision-frame-book.pdf","/files/safevision-frame-book.pdf","200","0","application/pdf","noindex, nofollow, noarchive, nosnippet","","","0","","0","","","","0","","0","0","","0","false",""
"https://preview.artisanlabnetwork.com/files/sd-reach-guide-2025.pdf","https://preview.artisanlabnetwork.com/files/sd-reach-guide-2025.pdf","/files/sd-reach-guide-2025.pdf","200","0","application/pdf","noindex, nofollow, noarchive, nosnippet","","","0","","0","","","","0","","0","0","","0","false",""
"https://preview.artisanlabnetwork.com/files/Sequel-Training-SequelPortfolioGuideComputerMeeting-08302025.pdf","https://preview.artisanlabnetwork.com/files/Sequel-Training-SequelPortfolioGuideComputerMeeting-08302025.pdf","/files/Sequel-Training-SequelPortfolioGuideComputerMeeting-08302025.pdf","200","0","application/pdf","noindex, nofollow, noarchive, nosnippet","","","0","","0","","","","0","","0","0","","0","false",""
"https://preview.artisanlabnetwork.com/files/TechShield_AR_Coatings_Sales_Sheet_2023.pdf","https://preview.artisanlabnetwork.com/files/TechShield_AR_Coatings_Sales_Sheet_2023.pdf","/files/TechShield_AR_Coatings_Sales_Sheet_2023.pdf","200","0","application/pdf","noindex, nofollow, noarchive, nosnippet","","","0","","0","","","","0","","0","0","","0","false",""
"https://preview.artisanlabnetwork.com/files/unity-rewards-pecaa.pdf","https://preview.artisanlabnetwork.com/files/unity-rewards-pecaa.pdf","/files/unity-rewards-pecaa.pdf","200","0","application/pdf","noindex, nofollow, noarchive, nosnippet","","","0","","0","","","","0","","0","0","","0","false",""
"https://preview.artisanlabnetwork.com/files/wileyx-frame-book.pdf","https://preview.artisanlabnetwork.com/files/wileyx-frame-book.pdf","/files/wileyx-frame-book.pdf","200","0","application/pdf","noindex, nofollow, noarchive, nosnippet","","","0","","0","","","","0","","0","0","","0","false",""
"https://preview.artisanlabnetwork.com/lab-policies","https://preview.artisanlabnetwork.com/lab-policies","/lab-policies","200","0","text/html; charset=utf-8","noindex, nofollow, noarchive, nosnippet","","Lab Policies | Artisan Lab Network","34","Review Artisan Lab Network lab policies, remake guidance, ordering expectations, and service details for provider teams.","120","https://www.artisanslabs.com/lab-policies","https://www.artisanslabs.com","en","1","Lab Policies Built Around Partnership","8","1004","","16","true",""
"https://preview.artisanlabnetwork.com/meet-the-artisans","https://preview.artisanlabnetwork.com/meet-the-artisans","/meet-the-artisans","200","0","text/html; charset=utf-8","noindex, nofollow, noarchive, nosnippet","","Meet the Artisans | Artisan Lab Network","39","Meet the Artisan Lab Network team and lab partners supporting independent practices across Pacific, Peak, and Pike Artisan Labs.","128","https://www.artisanslabs.com/meet-the-artisans","https://www.artisanslabs.com","en","1","Meet the People Behind the Lenses","5","447","","15","true",""
"https://preview.artisanlabnetwork.com/new-lab-partner","https://preview.artisanlabnetwork.com/new-lab-partner","/new-lab-partner","200","0","text/html; charset=utf-8","noindex, nofollow, noarchive, nosnippet","","New Lab Partner Onboarding | Artisan Lab Network","48","A guided launch center for new Artisan Lab Network customers to set up ordering, learn their lab, access pricing and reports, and train their team.","147","https://www.artisanslabs.com/new-lab-partner","https://www.artisanslabs.com","en","1","Get Your Practice Operational","11","3096","","32","true",""
"https://preview.artisanlabnetwork.com/newsletter","https://preview.artisanlabnetwork.com/newsletter","/newsletter","200","0","text/html; charset=utf-8","noindex, nofollow, noarchive, nosnippet","","Practice Matters Newsletter | Artisan Lab Network","49","Practice Matters is Artisan Lab Network's publication for independent eye care practices, featuring current issues and upcoming editorial themes.","145","https://www.artisanslabs.com","https://www.artisanslabs.com","en","1","Practice Matters","3","258","","8","true",""
"https://preview.artisanlabnetwork.com/newsletters","https://preview.artisanlabnetwork.com/newsletters","/newsletters","200","0","text/html; charset=utf-8","noindex, nofollow, noarchive, nosnippet","","Newsletters | Artisan Lab Network","33","Artisan Lab Network publication archive for independent eye care practices.","75","https://www.artisanslabs.com","https://www.artisanslabs.com","en","1","Newsletter Archive","1","88","","8","true",""
"https://preview.artisanlabnetwork.com/newsletters/practice-matters","https://preview.artisanlabnetwork.com/newsletters/practice-matters","/newsletters/practice-matters","200","0","text/html; charset=utf-8","noindex, nofollow, noarchive, nosnippet","","Practice Matters | Artisan Lab Network","38","Practice Matters is Artisan Lab Network's newsletter for independent eye care practices.","88","https://www.artisanslabs.com","https://www.artisanslabs.com","en","1","Practice Matters","1","90","","8","true",""
"https://preview.artisanlabnetwork.com/newsletters/practice-matters/issue-001","https://preview.artisanlabnetwork.com/newsletters/practice-matters/issue-001","/newsletters/practice-matters/issue-001","200","0","text/html; charset=utf-8","noindex, nofollow, noarchive, nosnippet","","Practice Matters | Issue 001 | Artisan Lab Network","50","Practice Matters is Artisan Lab Network's newsletter for independent eye care practices, sharing people, products, updates, and ideas that support independent practice growth.","175","https://www.artisanslabs.com","https://www.artisanslabs.com","en","1","Practice Matters","8","1465","","9","true",""
"https://preview.artisanlabnetwork.com/optical-engineering","https://preview.artisanlabnetwork.com/optical-engineering","/optical-engineering","200","0","text/html; charset=utf-8","noindex, nofollow, noarchive, nosnippet","","Optical Engineering | Artisan Lab Network","41","Learn how Artisan Lab Network approaches optical engineering, lens performance, lab systems, and manufacturing support.","119","https://www.artisanslabs.com/optical-engineering","https://www.artisanslabs.com","en","2","Optical Engineering Center|Optical Engineering Calculation Report","7","966","","16","true",""
"https://preview.artisanlabnetwork.com/pacific-artisan-labs","https://preview.artisanlabnetwork.com/pacific-artisan-labs","/pacific-artisan-labs","200","0","text/html; charset=utf-8","noindex, nofollow, noarchive, nosnippet","","Pacific Artisan Labs | Portland Optical Lab | Artisan Lab Network","65","Pacific Artisan Labs supports independent practices from Portland with premium lens production, thoughtful service, and Pacific Northwest craft.","144","https://www.artisanslabs.com/pacific-artisan-labs","https://www.artisanslabs.com/pacific-artisan-labs","en","1","Crafted with Northwest Character.","13","1022","Organization","15","true",""
"https://preview.artisanlabnetwork.com/patient-resources","https://preview.artisanlabnetwork.com/patient-resources","/patient-resources","200","0","text/html; charset=utf-8","noindex, nofollow, noarchive, nosnippet","","Patient Resources | Artisan Lab Network","39","Find patient resources from Artisan Lab Network, including practice locator support and independent eye care education.","119","https://www.artisanslabs.com/patient-resources","https://www.artisanslabs.com","en","1","See Better. Feel Better. Choose Independent.","10","1630","","16","true",""
"https://preview.artisanlabnetwork.com/patient-resources/lens-thickness","https://preview.artisanlabnetwork.com/patient-resources/lens-thickness","/patient-resources/lens-thickness","200","0","text/html; charset=utf-8","noindex, nofollow, noarchive, nosnippet","","Lens Thickness Comparison | Artisan Lab Network","47","Compare estimated finished lens thickness across 1.67, 1.74, Tokai 1.76, and other lens materials using your prescription and frame size.","137","https://www.artisanslabs.com/patient-resources/lens-thickness","https://www.artisanslabs.com","en","1","See How Lens Material Affects Thickness","8","863","","15","false",""
"https://preview.artisanlabnetwork.com/peak-artisan-labs","https://preview.artisanlabnetwork.com/peak-artisan-labs","/peak-artisan-labs","200","0","text/html; charset=utf-8","noindex, nofollow, noarchive, nosnippet","","Peak Artisan Labs | Denver Optical Lab | Artisan Lab Network","60","Peak Artisan Labs delivers premium lens technology, sharp service, and independent lab partnership from Denver, Colorado.","121","https://www.artisanslabs.com/peak-artisan-labs","https://www.artisanslabs.com/peak-artisan-labs","en","1","Crafted at Elevation.","13","927","Organization","15","true",""
"https://preview.artisanlabnetwork.com/pike-artisan-labs","https://preview.artisanlabnetwork.com/pike-artisan-labs","/pike-artisan-labs","200","0","text/html; charset=utf-8","noindex, nofollow, noarchive, nosnippet","","Pike Artisan Labs | Indianapolis Optical Lab | Artisan Lab Network","66","Pike Artisan Labs brings Midwestern reliability, modern production, and independent lab partnership together in Indianapolis.","125","https://www.artisanslabs.com/pike-artisan-labs","https://www.artisanslabs.com/pike-artisan-labs","en","1","Precision at Full Speed.","13","962","Organization","15","true",""
"https://preview.artisanlabnetwork.com/policies","https://preview.artisanlabnetwork.com/policies","/policies","200","0","text/html; charset=utf-8","noindex, nofollow, noarchive, nosnippet","","Lab Policies | Artisan Lab Network","34","Review Artisan Lab Network lab policies, remake guidance, ordering expectations, and service details for provider teams.","120","https://www.artisanslabs.com/policies","https://www.artisanslabs.com","en","1","Lab Policies Built Around Partnership","8","1004","","17","true",""
"https://preview.artisanlabnetwork.com/privacy-policy","https://preview.artisanlabnetwork.com/privacy-policy","/privacy-policy","200","0","text/html; charset=utf-8","noindex, nofollow, noarchive, nosnippet","","Privacy Policy | Artisan Lab Network","36","Learn how Artisan Lab Network collects, uses, protects, and shares information submitted through its website and public forms.","126","https://www.artisanslabs.com/privacy-policy","https://www.artisanslabs.com","en","1","Privacy Policy","7","447","","15","true",""
"https://preview.artisanlabnetwork.com/programs","https://preview.artisanlabnetwork.com/programs","/programs","200","0","text/html; charset=utf-8","noindex, nofollow, noarchive, nosnippet","noindex, nofollow","Special Programs | Artisan Lab Network","38","Artisan Lab Network supports independent eye care practices with optical lab partnership, provider resources, programs, and lab access.","135","https://www.artisanslabs.com","https://www.artisanslabs.com","en","0","","0","0","","0","true",""
"https://preview.artisanlabnetwork.com/provider-resources","https://preview.artisanlabnetwork.com/provider-resources","/provider-resources","200","0","text/html; charset=utf-8","noindex, nofollow, noarchive, nosnippet","","Provider Resources | Artisan Lab Network","40","Access Artisan Lab Network provider resources, product guidance, troubleshooting tools, professional resources, and lab support links.","134","https://www.artisanslabs.com/provider-resources","https://www.artisanslabs.com","en","1","The operating system for an independent optical practice.","11","1632","","40","true",""
"https://preview.artisanlabnetwork.com/provider-resources/professional-resources","https://preview.artisanlabnetwork.com/provider-resources/professional-resources","/provider-resources/professional-resources","200","0","text/html; charset=utf-8","noindex, nofollow, noarchive, nosnippet","","Professional Resources | Artisan Lab Network","44","Browse professional provider resources from Artisan Lab Network for practice teams, product education, and optical lab workflows.","129","https://www.artisanslabs.com/provider-resources/professional-resources","https://www.artisanslabs.com","en","1","The operating system for an independent optical practice.","11","1632","","41","false",""
"https://preview.artisanlabnetwork.com/provider-resources/troubleshooting/coating-concerns","https://preview.artisanlabnetwork.com/provider-resources/troubleshooting/coating-concerns","/provider-resources/troubleshooting/coating-concerns","200","0","text/html; charset=utf-8","noindex, nofollow, noarchive, nosnippet","","Coating Concerns | Artisan Lab Network","38","Use this guide when a patient reports scratches, peeling, crazing, cleaning difficulty, glare, reflections, or a perceived coating failure.","139","https://www.artisanslabs.com/provider-resources/troubleshooting/coating-concerns","https://www.artisanslabs.com","en","1","Coating Concerns","6","523","","16","false",""
"https://preview.artisanlabnetwork.com/provider-resources/troubleshooting/corridor-issues","https://preview.artisanlabnetwork.com/provider-resources/troubleshooting/corridor-issues","/provider-resources/troubleshooting/corridor-issues","200","0","text/html; charset=utf-8","noindex, nofollow, noarchive, nosnippet","","Corridor Issues | Artisan Lab Network","37","Use this guide when a progressive wearer can find distance but struggles with near, intermediate, corridor width, or head-position comfort.","139","https://www.artisanslabs.com/provider-resources/troubleshooting/corridor-issues","https://www.artisanslabs.com","en","1","Corridor Issues","6","533","","16","false",""
"https://preview.artisanlabnetwork.com/provider-resources/troubleshooting/frame-compatibility","https://preview.artisanlabnetwork.com/provider-resources/troubleshooting/frame-compatibility","/provider-resources/troubleshooting/frame-compatibility","200","0","text/html; charset=utf-8","noindex, nofollow, noarchive, nosnippet","","Frame Compatibility | Artisan Lab Network","41","Use this guide before ordering lenses in frames with unusual shape, high wrap, drill mounts, safety requirements, or edge-thickness risk.","137","https://www.artisanslabs.com/provider-resources/troubleshooting/frame-compatibility","https://www.artisanslabs.com","en","1","Frame Compatibility","6","521","","16","false",""
"https://preview.artisanlabnetwork.com/provider-resources/troubleshooting/measurement-errors","https://preview.artisanlabnetwork.com/provider-resources/troubleshooting/measurement-errors","/provider-resources/troubleshooting/measurement-errors","200","0","text/html; charset=utf-8","noindex, nofollow, noarchive, nosnippet","","Measurement Errors | Artisan Lab Network","40","Use this guide when a finished pair seems technically correct on paper but the patient’s visual experience suggests measurement or wearing-position mismatch.","157","https://www.artisanslabs.com/provider-resources/troubleshooting/measurement-errors","https://www.artisanslabs.com","en","1","Measurement Errors","6","495","","16","false",""
"https://preview.artisanlabnetwork.com/provider-resources/troubleshooting/non-adapts","https://preview.artisanlabnetwork.com/provider-resources/troubleshooting/non-adapts","/provider-resources/troubleshooting/non-adapts","200","0","text/html; charset=utf-8","noindex, nofollow, noarchive, nosnippet","","Non-Adapts | Artisan Lab Network","32","Use this guide when a patient cannot comfortably adapt to a new lens design after the prescription, fit, and frame have been dispensed.","135","https://www.artisanslabs.com/provider-resources/troubleshooting/non-adapts","https://www.artisanslabs.com","en","1","Non-Adapts","6","598","","16","false",""
"https://preview.artisanlabnetwork.com/provider-resources/troubleshooting/progressive-troubleshooting","https://preview.artisanlabnetwork.com/provider-resources/troubleshooting/progressive-troubleshooting","/provider-resources/troubleshooting/progressive-troubleshooting","200","0","text/html; charset=utf-8","noindex, nofollow, noarchive, nosnippet","","Progressive Troubleshooting | Artisan Lab Network","49","Use this guide as the standard office workflow for progressive complaints before requesting a remake.","101","https://www.artisanslabs.com/provider-resources/troubleshooting/progressive-troubleshooting","https://www.artisanslabs.com","en","1","Progressive Troubleshooting","6","514","","16","false",""
"https://preview.artisanlabnetwork.com/sir-clifford-optical","https://preview.artisanlabnetwork.com/sir-clifford-optical","/sir-clifford-optical","200","0","text/html; charset=utf-8","noindex, nofollow, noarchive, nosnippet","","Sir Clifford Optical | Caribbean Practice Support","49","A Caribbean-focused landing page for Sir Clifford Optical customers exploring Artisan Lab Network lenses, packages, relensing support, and SpecCheck ordering.","158","https://www.artisanslabs.com/sir-clifford-optical","https://www.artisanslabs.com","en","1","A stronger optical partner for Caribbean and regional practices.","8","968","","5","true",""
"https://preview.artisanlabnetwork.com/switch-to-artisan","https://preview.artisanlabnetwork.com/switch-to-artisan","/switch-to-artisan","200","0","text/html; charset=utf-8","noindex, nofollow, noarchive, nosnippet","","Switch to Artisan | Artisan Lab Network","39","Learn how independent practices can move to Artisan Lab Network with clearer lab partnership, support, and onboarding resources.","128","https://www.artisanslabs.com/switch-to-artisan","https://www.artisanslabs.com","en","1","A better lab relationship for independent practices.","7","537","","16","true",""
"https://preview.artisanlabnetwork.com/terms-and-conditions","https://preview.artisanlabnetwork.com/terms-and-conditions","/terms-and-conditions","200","0","text/html; charset=utf-8","noindex, nofollow, noarchive, nosnippet","","Terms & Conditions | Artisan Lab Network","40","Read the terms that govern use of the Artisan Lab Network website, public resources, programs, and third-party links.","117","https://www.artisanslabs.com/terms-and-conditions","https://www.artisanslabs.com","en","1","Terms & Conditions","7","397","","15","true",""
"https://preview.artisanlabnetwork.com/uoa","https://preview.artisanlabnetwork.com/uoa","/uoa","200","0","text/html; charset=utf-8","noindex, nofollow, noarchive, nosnippet","","Built for Independent Opticians | Artisan Lab Network","53","Artisan Lab Network helps independent opticians protect product choice, clinical freedom, and a better lab partnership.","119","https://www.artisanslabs.com","https://www.artisanslabs.com","en","1","Built for Independent Opticians","6","717","","17","true",""
"https://preview.artisanlabnetwork.com/welcome-to-artisan","https://preview.artisanlabnetwork.com/welcome-to-artisan","/welcome-to-artisan","200","0","text/html; charset=utf-8","noindex, nofollow, noarchive, nosnippet","","Welcome to Artisan | Artisan Lab Network","40","Start with Artisan Lab Network resources for new and returning practices, including support paths and provider onboarding guidance.","131","https://www.artisanslabs.com/welcome-to-artisan","https://www.artisanslabs.com","en","1","Protecting the Future of Independent Eyecare","9","607","","17","true",""
